nu, theta0, theta1, theta2, theta3, theta4, theta5, theta6, theta7, theta8, theta9, theta10, theta11, theta12, theta13, theta14, theta15, theta16, theta17, theta18, theta19, theta20, theta21, theta22, theta23, theta24, theta25, theta26, theta27, theta28, theta29, theta30, theta31, theta32, theta33, theta34, theta35, theta36, theta37, theta38, theta39, theta40, theta41, theta42, theta43, theta44, theta45, theta46, theta47, theta48, theta49, theta50, theta51, theta52, theta53, theta54, theta55, theta56, theta57, theta58, theta59, theta60, theta61, theta62, theta63, theta64, theta65, theta66, theta67, theta68, theta69, theta70, theta71, theta72, theta73, theta74, theta75, theta76, theta77, theta78, theta79, theta80, theta81, theta82, theta83, theta84, theta85, theta86, theta87, theta88, theta89, theta90, theta91, theta92, theta93, theta94, theta95, theta96, theta97, theta98, theta99
2,5.64444,5.71119,5.67606,5.87755,6.01848,6.28307,6.23769,6.49419,6.58515,6.77780,6.77854,6.98333,7.02002,7.16055,7.28628,7.46316,7.74535,7.71386,8.00890,7.97222,8.00385,8.34423,8.28381,8.44941,8.67143,8.69417,9.00450,9.12133,9.22138,9.30462,9.53096,9.37219,9.65878,9.71421,9.74821,9.82973,10.24229,10.18741,10.42480,10.40945,10.63472,10.63726,10.73544,11.02642,11.07343,11.22971,11.29740,11.51043,11.76006,11.70474,11.93162,11.96608,12.17578,12.16774,12.37745,12.50645,12.72678,12.84388,12.69849,13.24796,13.11307,13.21590,13.45498,13.34369,13.48481,13.86855,13.94135,14.07396,14.17312,14.14241,14.39816,14.49310,14.85754,14.61780,14.88829,15.00065,15.03356,15.12712,15.31446,15.29215,15.70223,15.68730,15.60598,16.08311,16.23654,16.11172,16.30161,16.57756,16.51081,16.68542,16.96516,17.15803,17.03728,17.33275,17.44280,17.45960,17.42428,17.55351,17.75234,17.97065
2,5.79933,5.92993,5.79888,5.92860,6.23879,6.16672,6.41050,6.30412,6.52453,6.83154,6.73120,6.94582,7.20418,7.19967,7.39535,7.48073,7.57558,7.75397,7.90104,8.10947,8.24090,8.07245,8.42543,8.33911,8.51400,8.67208,8.79348,8.83258,9.30566,9.33652,9.12687,9.38606,9.53680,9.72588,9.99400,10.03819,10.08291,10.14681,10.35519,10.88129,10.61993,10.90714,10.85866,11.02995,11.03705,11.26918,11.43857,11.52898,11.85774,11.71850,11.77756,11.96417,12.32276,12.15548,12.23309,12.45678,12.68997,12.84082,12.67767,12.96174,13.03400,13.34831,13.45627,13.42366,13.71730,13.69407,13.73573,14.09074,14.31817,14.38286,14.33058,14.53826,14.69644,14.90564,14.92636,15.18614,15.21120,15.21849,15.51460,15.58178,15.61556,15.92446,15.85819,16.04039,16.08517,16.20953,16.27325,16.40334,16.61077,16.80562,17.09172,17.01133,17.19466,17.08983,17.28132,17.52411,17.71939,17.73880,17.84098,17.88782
2,5.62432,5.74811,5.88555,5.87986,6.19790,6.09387,6.28636,6.40977,6.70544,6.76195,6.75706,6.99224,7.07354,7.28080,7.29594,7.37965,7.55907,7.75140,7.81620,7.84152,7.97866,8.38895,8.29615,8.39653,8.52446,8.71763,8.92334,8.88175,9.16934,9.12173,9.43117,9.24877,9.47152,9.69508,9.83506,9.86711,9.93075,10.31522,10.01057,10.50522,10.62715,10.83566,10.81936,10.92621,11.25828,11.36335,11.29508,11.35660,11.71838,11.65931,11.99490,11.89793,12.15124,12.27709,12.38819,12.37808,12.65917,12.71105,13.09240,12.89128,12.98522,13.20616,13.21532,13.30301,13.55699,13.83992,13.94091,13.77991,14.04447,14.23289,14.25800,14.36022,14.44642,14.65028,14.79254,14.98705,14.97942,15.33976,15.53669,15.47072,15.57329,15.92818,15.90143,15.98524,16.20802,16.35518,16.35586,16.57774,16.80295,16.83118,16.82798,17.08612,17.02633,17.27723,17.31549,17.53921,17.80336,17.66438,17.83757,17.93275
2,5.63094,5.73850,5.92616,5.98231,6.15444,6.20541,6.40865,6.70196,6.38737,6.73355,6.95489,7.06452,7.02059,7.40147,7.43218,7.44969,7.59462,7.60800,7.75691,8.00979,8.02971,8.15474,8.35263,8.53162,8.44522,8.67012,8.75427,8.96617,8.97990,9.27698,9.36554,9.45301,9.67266,9.64624,10.04054,10.05689,10.03011,10.32014,10.58822,10.40728,10.61703,10.64542,10.92945,10.97511,11.13295,11.32094,11.25877,11.62828,11.79688,11.84450,11.94087,11.96596,12.05630,12.31776,12.45669,12.60720,12.67629,12.73368,13.03843,13.13081,13.06216,13.26482,13.30123,13.44414,13.82445,13.76195,13.90779,13.91097,14.14540,14.26093,14.46961,14.69485,14.67087,14.89061,14.90207,15.19821,15.23360,15.09679,15.50581,15.59134,15.76501,15.91314,15.84737,15.92977,16.36147,16.15881,16.37885,16.70115,16.59548,16.90218,16.87297,17.24192,17.16378,17.36203,17.39593,17.58436,17.69317,17.64568,17.77390,17.99287
2,5.52330,5.90432,5.91875,5.92798,6.13153,6.22776,6.31070,6.55582,6.75711,6.51614,6.91257,7.00859,7.17269,7.36338,7.28355,7.45096,7.79848,7.79137,7.82526,8.02685,8.25337,8.26145,8.38466,8.51408,8.63750,8.95408,8.86117,9.04223,9.17803,9.20390,9.39444,9.47938,9.72046,9.81849,9.85597,9.86937,10.16614,10.21506,10.53516,10.50705,10.92828,10.92518,10.79345,10.99895,11.10868,11.44551,11.48584,11.63971,11.67691,11.91490,11.90842,12.16528,12.09079,12.37896,12.35184,12.48838,12.44520,12.76835,12.84488,13.02301,13.36131,13.31422,13.54303,13.69157,13.70304,13.76296,13.98944,14.12500,14.03954,14.43823,14.32898,14.66000,14.55571,14.92258,15.07847,15.03710,15.13796,15.29009,15.48107,15.41531,15.72193,15.68476,15.88974,15.98015,16.31977,16.32375,16.63326,16.52241,16.60644,16.86509,16.98417,17.09142,17.13533,17.16578,17.36496,17.60270,17.77852,17.72746,17.89040,17.99754
2,5.74152,5.74419,5.82796,5.87461,6.07614,6.13284,6.18301,6.43027,6.45886,6.80396,6.92529,6.97413,7.19956,7.20411,7.47010,7.51765,7.53345,7.99914,7.88190,8.02131,8.21901,8.25306,8.27371,8.43033,8.59126,8.60814,8.82808,8.84678,8.98327,9.31609,9.50859,9.40005,9.72696,9.84598,9.80125,9.84299,10.22039,10.15974,10.36835,10.73224,10.59266,10.78730,10.79695,10.93326,10.96838,11.28061,11.52354,11.50071,11.71325,11.73342,11.82709,12.04812,12.19903,12.41323,12.47142,12.41534,12.76906,12.69772,12.90958,12.98877,12.99422,13.12437,13.30771,13.51990,13.51091,13.74243,13.92464,13.91349,13.89556,14.18873,14.33779,14.40163,14.60529,14.74463,14.79543,15.10308,15.18732,15.33373,15.50288,15.49114,15.69071,15.76754,15.95836,16.04275,16.21619,16.15507,16.69249,16.57577,16.71660,16.92000,17.00979,17.12343,17.22862,17.19583,17.57533,17.47401,17.73006,17.93549,17.79302,18.05503
2,5.72057,5.71599,5.83282,6.11347,6.14057,6.21377,6.50760,6.47214,6.62434,6.79768,6.99246,6.92235,7.13259,7.24304,7.64673,7.46672,7.73025,7.77540,7.57919,7.96768,8.26036,8.12033,8.42800,8.46382,8.59914,8.68255,9.02677,8.99838,9.16589,9.37405,9.47362,9.50386,9.56607,9.71566,9.83696,10.16434,10.13472,10.16104,10.40808,10.60142,10.58078,10.71099,10.81574,11.06141,11.15206,11.34584,11.34962,11.56386,11.68975,11.87635,11.78449,12.07642,12.36400,12.33543,12.19959,12.57319,12.83540,12.68244,12.98028,13.04302,12.93093,13.24405,13.38175,13.60256,13.71926,13.79400,13.95141,14.19791,13.98021,14.10699,14.28316,14.16973,14.81194,14.82003,14.80914,15.08189,15.26584,15.17961,15.51991,15.68040,15.48968,15.85188,15.81552,16.08406,16.26856,16.22498,16.45235,16.39352,16.53961,16.83355,17.17976,17.10288,17.08888,17.38188,17.42170,17.65446,17.73138,17.66571,17.84354,18.09778
2,5.60083,5.78226,5.76500,6.03953,6.20649,6.36095,6.41356,6.60352,6.79302,6.81857,6.81899,7.11746,7.18388,7.09285,7.44999,7.64224,7.53029,7.79763,7.72349,8.10634,8.05781,8.20620,8.39347,8.65259,8.75048,8.80652,8.91587,8.94285,8.99004,9.55452,9.65762,9.66766,9.69914,9.83344,9.89960,10.21228,10.21190,10.52523,10.53668,10.46204,10.69138,10.99353,10.99918,11.38181,11.15514,11.26159,11.59620,11.60615,11.74804,11.90467,11.96279,12.06093,12.28326,12.28873,12.35836,12.62845,12.64135,12.86497,13.01868,13.15817,13.16249,13.43263,13.50607,13.49504,13.82386,14.06304,13.90022,14.10372,14.16555,14.11882,14.50088,14.60223,14.88574,14.72446,15.05012,15.19043,15.35957,15.26357,15.59638,15.68339,15.95619,15.91792,15.79601,16.13574,16.21478,16.43027,16.50543,16.63887,16.86653,16.88771,16.91684,17.15121,17.21680,17.30036,17.31421,17.50245,17.80776,17.84160,18.04895,18.17711
2,5.56395,5.87333,5.80288,6.09250,6.20322,6.29732,6.57593,6.53097,6.68353,6.78537,7.01666,7.07849,7.05312,7.05306,7.34056,7.44135,7.54464,7.67935,7.92466,8.13396,8.15729,8.29755,8.31500,8.56399,8.57587,8.88065,8.85200,9.06588,9.25185,9.41483,9.35406,9.39851,9.65299,9.66450,10.09293,10.03206,10.01951,10.10479,10.34570,10.34652,10.62867,10.84768,10.81617,11.11648,11.20582,11.36879,11.30260,11.53075,11.67669,11.61447,11.93404,12.09082,12.07909,12.10318,12.40564,12.48090,12.61072,12.86211,12.83326,13.07980,13.20338,13.25714,13.35923,13.42351,13.59645,13.75739,13.76710,14.16903,14.09828,14.39543,14.28366,14.75553,14.54355,14.86868,14.71959,15.06100,15.24109,15.36432,15.32320,15.48579,15.61768,15.89951,15.81324,16.08679,16.32328,16.28504,16.53809,16.64765,16.70662,16.91828,17.00404,17.15255,17.26248,17.29379,17.52322,17.85442,17.79019,17.80204,18.03906,18.15803
2,5.80627,5.86619,6.04041,6.10289,6.00247,6.30931,6.26493,6.67961,6.89092,6.88472,6.86677,7.00385,7.22953,7.21679,7.27940,7.58786,7.62300,7.79717,7.94209,8.12545,8.16027,8.37286,8.44424,8.69898,8.61570,9.15575,8.90615,9.04414,9.33120,9.35679,9.57155,9.39642,9.63909,9.91296,10.01248,9.89290,10.15816,10.21721,10.45850,10.42404,10.57022,10.68847,10.85664,11.08498,11.03800,11.13394,11.29931,11.58997,11.69938,11.92609,12.01660,11.93228,12.06342,12.25074,12.51591,12.53326,12.57626,12.90754,12.91078,13.05297,13.14953,13.35001,13.33099,13.52422,13.63880,13.85650,13.88356,14.16649,14.26907,14.40106,14.60543,14.64232,14.70459,14.67453,15.02811,15.11188,15.15362,15.29271,15.34765,15.51058,15.72648,15.87526,15.82778,15.91474,16.41128,16.52688,16.46319,16.66022,16.52881,16.90764,16.78249,17.13511,17.29474,17.51036,17.61204,17.69374,17.77736,17.78193,18.08098,18.14168
2,5.81226,5.78212,5.75702,6.02877,6.14593,6.38012,6.42734,6.39109,6.60003,6.72606,6.91596,6.97028,7.30103,7.50452,7.57264,7.70686,7.72773,7.62529,7.92373,7.94319,8.01976,8.29006,8.38735,8.56950,8.71534,9.00116,8.79364,9.17813,9.24911,9.28828,9.44016,9.77269,9.74453,9.77137,9.97225,10.09467,10.22209,10.27063,10.54762,10.62528,10.69632,11.03318,10.87520,11.10144,11.11473,11.56834,11.41618,11.68269,11.79718,11.82711,12.07643,12.16097,12.21663,12.37506,12.34891,12.59873,12.96453,12.86506,13.10061,13.12610,13.32094,13.34953,13.56623,13.68343,13.78607,14.03278,14.12605,14.25193,14.13288,14.48557,14.59153,14.57406,14.91445,14.80331,14.81095,15.13271,15.43443,15.43072,15.41739,15.68458,15.98717,15.81430,16.00895,16.06192,16.24703,16.31304,16.42696,16.71025,16.75298,16.73278,17.09392,17.12942,17.34171,17.56217,17.59934,17.82494,17.80623,17.85686,18.17531,18.18621
2,5.59232,5.75066,6.01828,6.26684,6.21642,6.40206,6.57953,6.58738,6.65765,6.82998,6.86854,7.06103,7.24764,7.36124,7.42364,7.45024,7.73351,7.85137,7.78450,8.29161,8.20603,8.40134,8.63998,8.57684,8.67485,9.00815,9.11531,9.16467,9.15722,9.44838,9.55885,9.74034,9.80682,9.87592,10.00818,10.22976,10.18113,10.23882,10.48628,10.54809,10.76615,10.78911,11.02398,11.27103,11.40816,11.19438,11.49822,11.58923,11.82368,11.86193,12.08036,12.03234,12.30406,12.49814,12.60443,12.46365,12.85902,13.00484,12.94425,13.12980,13.32915,13.46352,13.54075,13.76712,13.63325,13.76387,13.97307,14.18718,14.32864,14.44497,14.56687,14.44967,14.85468,14.88177,15.10517,15.16874,15.14496,15.41473,15.65555,15.42988,15.78350,15.93224,16.03395,16.12045,16.32286,16.43705,16.59836,16.80263,16.87939,16.83102,17.04527,17.29249,17.24150,17.47904,17.53024,17.75322,17.69809,17.59840,17.88268,18.18187
2,5.65333,5.76073,5.82915,6.02636,6.19551,6.40109,6.40046,6.57333,6.80041,6.71320,6.91818,6.97571,7.23009,7.44323,7.48919,7.74039,7.93477,7.86435,7.98661,8.09603,8.21379,8.32491,8.59771,8.66328,8.62168,8.75578,9.00645,9.25681,9.32067,9.36150,9.56381,9.88591,9.68764,10.03201,10.06070,10.42460,10.45351,10.44483,10.64792,10.67016,10.82347,10.92787,11.02786,11.26918,11.26168,11.45516,11.53508,11.76379,12.05420,12.03237,12.20042,12.14138,12.35391,12.57496,12.74569,12.67447,12.84581,13.19746,13.16838,13.28107,13.25536,13.43242,13.63267,13.97472,13.93767,14.06824,13.91626,14.16691,14.41755,14.40885,14.47299,14.83641,14.59611,14.85562,15.01411,15.15054,15.27521,15.25942,15.74448,15.61438,15.66360,15.94149,16.03853,16.14032,16.30540,16.59698,16.51663,16.65419,16.80476,16.67787,17.01537,17.32564,17.20783,17.48372,17.59398,17.69878,17.72153,17.74230,18.20409,18.15972
2,5.57260,5.93827,6.15189,6.15950,6.08284,6.36500,6.56207,6.71401,6.62274,6.86198,6.99723,7.21526,7.14627,7.30543,7.34631,7.72878,7.74553,7.89979,8.04386,8.08404,8.19662,8.31317,8.65452,8.48093,8.60430,8.92235,8.79502,9.01240,9.25363,9.33520,9.38308,9.30929,9.31260,9.63853,9.82225,10.02624,10.19664,10.02765,10.45868,10.34415,10.68389,10.82092,10.82674,10.77424,11.09520,11.25617,11.32946,11.45670,11.70562,11.71858,11.89640,12.00702,11.93499,12.21205,12.22106,12.70621,12.61154,12.69444,12.82062,13.09335,13.03820,13.32754,13.20430,13.38633,13.51834,13.73649,13.85607,13.89260,14.11875,14.30190,14.52208,14.63590,14.70129,14.77755,14.98623,15.03070,14.99720,15.27667,15.71552,15.42050,15.75138,15.83029,16.11408,16.04391,16.32901,16.47614,16.49246,16.37847,16.77868,16.91654,17.04830,17.20131,17.28822,17.31526,17.38788,17.72297,18.00348,18.03077,17.98871,18.23722
2,5.77545,5.79788,5.97420,6.01355,6.04882,6.46429,6.63441,6.60450,6.66271,6.80239,6.76978,7.14897,7.16299,7.36795,7.48996,7.63038,7.90809,7.88914,7.94309,8.10954,8.47267,8.47840,8.36965,8.48342,8.80613,8.93253,8.97361,9.08670,9.37162,9.37757,9.42182,9.47103,9.75915,9.78011,9.96284,10.20262,10.29545,10.40793,10.56200,10.46875,10.62725,10.82553,10.87277,11.28620,11.33429,11.33449,11.52188,11.46948,11.81884,11.98265,11.95804,12.18569,12.27779,12.35247,12.63852,12.59539,12.67943,13.01687,13.01772,12.98324,13.29016,13.29688,13.61587,13.75016,13.81162,13.65724,14.14020,14.03687,14.14884,14.31450,14.50736,14.72419,14.78802,14.93498,15.10616,15.15300,15.32676,15.50943,15.51671,15.71816,15.58525,15.94983,16.20289,16.25229,16.44980,16.54525,16.35014,16.53974,16.87682,17.04349,16.98306,17.32469,17.44398,17.45593,17.58205,17.58321,17.82118,18.10367,18.13871,18.30897
2,5.66802,5.99928,6.05856,6.20120,6.39461,6.46795,6.50018,6.43146,6.82240,6.98212,6.99558,6.99101,7.06425,7.45390,7.31951,7.69925,7.77572,7.76231,8.00449,8.02878,8.29845,8.37847,8.38243,8.66497,8.68376,8.97828,9.11802,9.21284,9.30641,9.45923,9.68499,9.63913,9.91924,9.87110,9.94347,10.11514,10.32376,10.57232,10.63502,10.55048,10.69836,10.98974,11.18073,11.21732,11.25351,11.49393,11.59498,11.81700,11.85064,12.04207,12.05343,12.34748,12.31142,12.30443,12.70071,12.72829,12.96673,13.09954,13.27873,13.18619,13.28909,13.27786,13.79045,13.72288,13.82452,13.91394,14.23767,14.32301,14.34932,14.46382,14.77239,14.68310,14.85024,15.07772,15.05995,15.27044,15.19336,15.43412,15.58040,15.72602,15.83018,15.97048,16.02248,15.82791,16.50089,16.61945,16.56090,16.45822,16.95138,17.01962,17.05859,17.20308,17.21143,17.55625,17.58341,17.51340,17.77421,18.02623,18.18607,18.14474
2,5.68054,5.72279,6.05030,6.18457,6.16802,6.34786,6.35188,6.50948,6.81760,6.88698,6.92535,7.08828,7.14571,7.36629,7.51666,7.71920,7.73229,7.93164,8.17618,8.21554,8.22925,8.37893,8.41970,8.57313,8.91129,9.03969,9.02448,9.31103,9.38290,9.39665,9.57443,9.66031,9.81404,9.80967,9.94227,10.07057,10.15039,10.41255,10.44482,10.75440,10.81005,10.83401,10.96918,11.09375,11.28909,11.30588,11.51753,11.69577,11.77668,11.87527,11.89039,12.14549,12.07057,12.42938,12.60539,12.59346,12.59264,12.72550,12.95429,13.12151,13.27066,13.46139,13.51023,13.57388,13.76383,13.99926,14.13710,14.22251,14.14503,14.33342,14.51522,14.65039,14.77583,14.82066,14.92954,15.45965,15.26485,15.27750,15.58431,15.82461,15.88068,16.03428,16.11936,16.18334,16.24596,16.31642,16.61270,16.77444,16.77450,16.99839,17.05181,17.13959,17.41671,17.38930,17.63772,17.92379,18.01449,17.98040,18.12410,18.49524
2,5.75027,6.13607,6.09587,6.10371,6.27535,6.58592,6.54776,6.73966,6.73211,6.92680,6.95128,6.99489,7.41437,7.50196,7.53205,7.64222,7.90076,7.82822,8.13346,8.17351,8.41507,8.60036,8.62300,8.57831,8.89386,8.80562,9.25354,9.31293,9.33671,9.48668,9.63700,9.75036,10.00581,9.99787,10.16629,10.28157,10.39416,10.41063,10.59139,10.84242,10.85739,11.08727,11.17327,11.25497,11.38676,11.46340,11.60145,11.96777,12.09939,11.98449,12.31069,12.26950,12.32661,12.52884,12.77448,12.76249,13.07887,13.01544,13.23472,13.32620,13.47271,13.60232,13.54305,13.92479,13.95959,14.17244,14.03777,14.35472,14.55189,14.58890,14.55651,14.79738,14.94979,15.26448,15.16936,15.24477,15.22411,15.62977,15.59859,15.78082,15.93481,15.96821,16.07770,16.19741,16.40060,16.34721,16.46560,16.72711,16.96963,17.05171,17.17112,17.25444,17.30982,17.44856,17.60910,17.72543,17.92312,17.98628,18.03107,18.18268
2,5.56493,5.95950,5.84600,6.13020,6.20205,6.47720,6.68953,6.66148,6.76687,7.06489,6.97704,7.26926,7.46157,7.32832,7.61038,7.89317,7.85822,7.92966,8.20864,8.34246,8.29769,8.37665,8.64945,8.62819,8.80411,8.85742,9.16355,9.29625,9.36244,9.46730,9.60522,9.66900,9.97211,9.91736,10.10959,10.29994,10.51379,10.66641,10.68515,10.76183,10.88596,10.97403,11.32439,11.32053,11.50936,11.50916,11.79201,12.06093,11.90313,11.99412,12.07710,12.26571,12.56749,12.57957,12.73354,12.85094,12.78764,13.01748,13.21217,13.16946,13.06293,13.53559,13.78533,13.86194,13.86504,14.08829,14.07024,14.41789,14.39137,14.51187,14.72845,14.89082,14.96496,15.04563,15.10642,15.42410,15.33059,15.44160,15.79237,15.85563,15.81017,15.92302,16.15702,16.52657,16.26625,16.54575,16.48273,16.72136,16.81495,16.97943,17.14578,17.07244,17.45683,17.35818,17.59069,17.61845,17.75024,18.08238,18.25636,18.34042
2,5.79750,5.89667,6.11628,6.24747,6.39709,6.38427,6.50308,6.74224,6.98275,6.87435,7.07761,7.12625,7.40182,7.52563,7.59131,7.74144,7.78145,8.01087,8.07456,8.17429,8.29457,8.47989,8.51838,8.69686,8.65996,9.08593,9.04680,9.23276,9.36843,9.34231,9.46138,9.74251,9.87351,9.86842,9.92827,10.25120,10.11992,10.27369,10.51756,10.63359,10.71944,10.68478,11.17881,11.22596,11.27683,11.42620,11.61895,11.55457,11.77188,11.85431,12.01838,12.10314,12.15238,12.41896,12.35931,12.63958,12.91642,13.00630,12.93097,13.16873,13.20485,13.37628,13.59023,13.55397,13.79908,13.79102,13.93360,14.22627,14.36072,14.33386,14.65759,14.73624,14.78265,15.06053,15.06935,15.32469,15.32630,15.39971,15.70908,15.60283,16.03246,16.03825,16.08447,16.07191,16.22818,16.47257,16.68037,16.59108,16.68355,16.97796,17.25330,17.32718,17.23673,17.33372,17.70924,17.61996,17.81043,18.05918,17.99471,18.18508
2,5.71822,5.89787,6.11418,6.28598,6.25460,6.40005,6.77599,6.65173,6.86023,6.71025,6.99326,7.35780,7.26209,7.37888,7.50093,7.69475,7.79909,7.98503,8.05144,8.08679,8.30648,8.49564,8.60877,8.74379,8.85438,9.05086,9.17500,9.18528,9.40860,9.58177,9.67238,9.67270,9.87518,9.91833,10.06895,10.21605,10.28946,10.40980,10.50005,10.78564,10.86717,10.80903,11.15700,11.29831,11.27304,11.29511,11.48076,11.66453,11.66045,12.05735,12.10876,12.23114,12.35973,12.60790,12.47725,12.80229,12.89523,12.86225,13.23611,13.24229,13.49614,13.66147,13.52174,13.64007,14.04106,13.90682,14.26663,14.11777,14.37071,14.49335,14.59619,14.71674,14.92259,14.94885,15.07893,15.16119,15.23588,15.53785,15.43914,15.73348,15.89646,15.85248,15.99297,16.13041,16.31548,16.48357,16.68399,16.78847,16.84645,17.08357,17.00258,17.16184,17.46665,17.48459,17.75730,17.81985,17.81640,18.03888,18.18823,18.36815
2,5.92571,5.92321,5.96124,6.11922,6.42675,6.14502,6.39904,6.81230,6.74283,6.88027,7.09503,7.03273,7.37801,7.59974,7.45121,7.93563,7.78177,7.97134,8.07471,8.24159,8.23685,8.49228,8.48247,8.56286,8.82200,8.76607,9.02238,9.27758,9.28916,9.50933,9.45291,9.72435,9.79112,10.01396,9.87944,10.27174,10.24636,10.26655,10.33239,10.66727,10.79486,10.85459,11.03629,11.15103,11.31532,11.24541,11.55607,11.70862,11.77027,11.88791,12.20512,12.01737,12.19615,12.29848,12.60355,12.56738,12.74869,12.98500,12.89295,13.17329,13.22398,13.42453,13.66508,13.68872,13.64335,13.92029,14.04619,14.29244,14.42811,14.46152,14.62191,14.60090,14.69739,14.89718,15.16499,15.14118,15.37081,15.33910,15.82622,15.79947,15.89013,16.00742,16.16664,16.22957,16.28884,16.51974,16.58756,16.75788,16.80301,17.03706,17.05013,17.27994,17.34345,17.50163,17.67327,17.78676,18.03765,18.05878,18.17903,18.17250
2,5.90202,6.02941,6.14411,6.13776,6.36977,6.48767,6.70321,6.60385,6.73407,7.03621,7.15254,7.06312,7.35106,7.51249,7.56136,7.57221,7.88078,8.05477,8.15568,8.29972,8.11477,8.51406,8.52687,8.59444,8.73082,8.87891,9.12540,9.08353,9.13566,9.36793,9.46685,9.42334,9.78435,9.76492,10.06451,9.93045,10.10441,10.40212,10.64504,10.66152,10.80805,10.82063,10.88960,10.91857,11.36333,11.10726,11.35219,11.74491,11.79394,11.98137,11.91675,12.15140,12.06084,12.14754,12.25966,12.62071,12.80175,13.02485,12.84585,13.23601,13.16040,13.31425,13.53730,13.64713,13.77070,13.78917,14.06645,13.93384,14.27100,14.27323,14.49687,14.68615,14.68753,14.71548,15.03983,14.93453,15.20564,15.33526,15.57441,15.75729,15.97478,16.13132,15.96896,16.24092,16.35219,16.52972,16.56867,16.63453,16.98193,17.20648,17.26184,17.25376,17.33910,17.69382,17.72440,17.69130,17.95679,17.95053,18.15082,18.22282
2,5.83886,6.06417,6.05114,6.26217,6.41512,6.36843,6.66632,6.64896,7.00990,7.00380,7.10986,7.16493,7.39274,7.39624,7.74320,7.68764,8.04331,8.25618,8.32388,8.36430,8.25491,8.38211,8.67810,8.83451,9.08779,9.21151,9.29507,9.39336,9.28005,9.64443,9.64236,9.89982,10.11974,10.13009,10.36622,10.53482,10.56097,10.53322,10.80659,11.07332,10.98429,11.01743,11.42005,11.28764,11.57070,11.79250,11.77039,11.73219,12.10278,12.15013,12.46728,12.41145,12.32119,12.62150,12.74534,12.98834,13.05273,13.00317,13.32393,13.46617,13.55791,13.72610,13.86952,13.75189,14.24854,14.22786,14.11898,14.63141,14.57381,14.69435,14.92636,14.84559,15.16673,14.90335,15.13037,15.42250,15.76520,15.74249,15.75053,15.99125,15.95147,16.27866,16.23840,16.16181,16.48446,16.58328,16.89828,16.88122,16.92331,17.13221,17.11721,17.55492,17.44485,17.43025,17.89173,17.70271,17.81990,18.10818,17.94302,18.29837
2,6.03887,5.87236,6.20616,6.24475,6.35052,6.51647,6.44642,6.86366,6.98409,6.92495,7.04677,7.10440,7.42661,7.69196,7.70264,7.89705,8.03208,8.10846,8.11643,8.23434,8.65684,8.64804,8.65450,8.80876,8.90418,9.04035,9.16940,9.22063,9.41102,9.53269,9.46902,9.66819,10.03210,10.17452,10.48678,10.30199,10.41652,10.65245,10.72542,11.00192,10.95980,11.12203,11.24554,11.46815,11.56816,11.38860,11.66095,11.88639,12.00096,12.24140,12.36758,12.35815,12.45498,12.66197,12.85860,12.82120,13.08918,13.22046,13.27880,13.51918,13.36760,13.65208,13.74220,14.02092,14.00100,13.95630,14.32102,14.34835,14.47062,14.53894,14.65638,15.00079,14.93539,15.17128,15.16228,15.37999,15.56051,15.49464,15.84627,16.06061,15.86032,16.08213,16.19634,16.32239,16.55818,16.35646,16.75397,16.71486,16.86587,16.96832,17.24144,17.09335,17.49736,17.63932,17.51335,17.73480,18.07418,18.09015,18.31355,18.36856
2,5.99407,6.00378,6.16597,6.17014,6.56655,6.36923,6.59990,6.81997,6.79611,7.08919,7.20610,7.21514,7.50108,7.49369,7.73803,7.75548,7.83190,8.18758,8.19327,8.33094,8.35575,8.44078,8.43555,8.85297,8.82360,9.09748,9.07795,9.26314,9.47673,9.52379,9.51112,9.72015,9.81895,10.06483,10.04572,10.41887,10.41964,10.64833,10.50922,10.85413,10.91043,11.07875,11.20368,11.23227,11.38840,11.56343,11.62131,11.76379,11.99673,12.00754,12.46513,12.30446,12.38522,12.42167,13.00065,12.60846,12.96517,12.95195,13.12668,13.38741,13.45967,13.65256,13.88574,13.83614,13.77296,13.95182,14.03577,14.43107,14.40996,14.51409,14.63715,14.70436,14.92135,14.88807,15.16701,15.14761,15.48892,15.64494,15.69203,15.75191,15.84887,15.99563,16.26081,16.28363,16.49723,16.67145,16.52165,16.50624,16.90240,17.02704,17.22437,17.31125,17.38252,17.59312,17.70314,17.79945,17.94751,18.10427,18.01436,18.25425
2,5.97471,6.05213,6.16775,6.22971,6.50390,6.62862,6.57575,6.67961,6.94893,6.93284,7.16789,7.49060,7.42900,7.35154,7.53932,7.69144,7.89550,7.86775,7.99289,8.15018,8.32346,8.57350,8.66974,8.77340,8.87629,9.09511,9.17985,9.26505,9.31534,9.72803,9.50426,9.78047,9.99572,10.05230,10.22356,10.09110,10.42844,10.52788,10.60709,10.69338,10.95628,10.97051,11.12216,11.33424,11.45564,11.55553,11.61914,11.83402,11.82780,11.90977,12.16315,12.22113,12.48960,12.52896,12.71127,12.66417,12.97152,13.05382,13.05576,13.26825,13.34141,13.45450,13.68021,13.69430,13.84440,14.20535,14.26651,14.17127,14.33679,14.71183,14.63374,14.69398,14.86479,15.04345,15.38180,15.26363,15.44069,15.52023,15.70812,15.72269,15.85446,16.03582,16.26368,16.17415,16.34580,16.54775,16.78468,16.77508,16.99049,16.93160,17.37726,17.44947,17.55585,17.69295,17.64994,17.80628,17.99735,18.18278,18.20001,18.31682
